,surface_tmp_1h
27186,2.8
26106,15.5
21177,4.5
12829,-1.4
9909,-0.7
13162,9.0
21526,9.2
782,14.4
14315,-2.2
11816,19.4
6793,4.5
25764,1.8
13553,-0.5
4771,9.4
17463,6.3
10986,0.8
24130,23.3
19873,3.1
1482,14.9
15991,6.2
16842,-0.9
4673,-1.7
26976,27.4
4041,17.4
14391,-3.2
5117,-11.6
22476,-2.4
26192,28.2
5265,-13.2
23489,7.9
14571,4.9
12328,-5.9
28339,29.0
1568,6.6
28257,29.9
11916,11.3
23711,-2.8
6174,1.5
28186,16.3
7492,4.1
19086,0.0
16319,-0.2
24893,14.2
14463,-0.7
10385,15.3
174,3.4
2674,-4.1
16698,5.8
7381,-11.9
17529,5.3
9486,-1.6
19706,2.8
7148,-7.7
13444,4.5
11302,1.0
6880,9.6
19599,3.5
21965,8.8
15750,7.2
21942,6.3
15328,22.6
9757,11.9
2041,3.4
14833,2.8
8175,-2.0
10360,13.7
8596,-3.4
9575,9.0
17473,6.1
18375,1.2
24072,27.7
10877,-2.4
12591,16.6
22057,24.2
14254,-0.8
14253,-0.8
8805,-6.4
9074,16.2
21274,5.7
18846,4.5
1783,1.8
24558,-1.8
26308,13.9
14382,-3.3
26144,23.2
24076,28.0
14497,0.1
18139,7.1
16269,-1.7
12975,-3.9
1648,3.6
18318,3.2
20744,27.1
24909,12.2
19141,-0.2
1924,-1.2
11950,6.7
1675,3.0
20401,-1.7
10305,7.9
23023,-3.4
27750,10.3
2189,15.6
8151,-5.5
21542,8.7
22644,8.4
15700,4.4
26684,-3.6
26776,3.8
22256,3.7
11059,12.7
6755,-1.5
4098,15.4
9382,1.2
14625,16.9
28171,12.4
27137,5.2
22835,17.4
13956,14.5
20003,12.2
11930,9.2
19750,2.8
24704,20.7
6669,-10.6
13944,14.0
14016,14.7
15025,-3.3
9858,1.7
9018,19.0
24070,27.6
17557,4.9
3726,-2.4
7367,-11.5
1161,-5.2
16491,8.2
15224,3.7
9498,-1.6
23602,0.4
21587,7.8
27429,-2.8
471,-3.3
11214,9.5
17290,15.5
12430,2.2
23325,23.5
28066,-2.0
12658,8.7
9786,7.9
8614,-3.5
7068,-5.7
15249,8.4
23541,3.5
7932,-6.8
14455,-0.8
12198,-4.2
25944,-2.7
1378,9.0
4530,-7.2
18365,1.6
18470,-0.7
23488,8.0
20721,26.6
27537,17.4
25051,4.0
6114,0.1
3321,8.7
24191,12.2
13650,-2.2
2371,-2.9
2332,-1.2
26469,1.5
25509,27.8
20680,22.4
9103,10.5
24771,27.3
6507,-6.9
14412,-2.1
24510,-1.2
7649,8.0
11716,3.6
16026,4.0
16675,8.3
28491,9.3
26554,-1.2
20874,11.5
23281,16.1
3004,-1.6
26897,28.5
3354,8.9
12404,-0.8
22664,13.0
28431,13.1
16219,-2.0
12458,8.7
26434,2.8
24952,8.4
67,10.8
7391,-11.8
5431,8.2
1700,2.3
142,4.7
24646,8.0
587,-2.3
2697,0.7
11164,18.6
25825,0.0
4501,-5.7
2508,-6.1
18795,8.1
24574,-2.1
23185,-5.0
10994,3.1
21116,4.7
23613,-0.1
13802,-3.0
21753,5.7
6003,-4.0
14180,1.6
11315,0.3
24271,7.6
3897,-3.4
1269,-6.5
20756,26.9
27629,32.0
7439,-6.9
27468,-0.1
15491,8.5
14880,0.5
19657,3.1
17972,17.7
12556,20.4
24236,9.0
18784,9.2
14883,0.3
8025,-7.9
17703,3.5
4977,-8.7
3645,-2.4
13628,-2.4
3160,-2.8
8633,-3.8
28086,-2.1
2786,15.2
24628,4.0
11023,5.9
26175,27.2
7594,14.3
18352,1.9
6432,-4.1
1962,-1.9
15130,-4.2
24312,6.8
15772,10.4
2591,-8.4
7545,12.1
4102,15.2
11731,6.8
16103,0.7
20328,-0.1
8623,-3.6
23097,-4.8
3603,-1.2
25380,12.8
23359,26.8
12251,-4.9
11495,-4.7
15819,11.2
12285,-5.2
21453,12.5
8453,2.3
14582,6.8
16475,6.2
8087,-8.4
741,17.7
25602,13.1
7597,14.1
4975,-8.6
27704,17.1
18134,7.4
2266,4.1
11424,-3.3
845,4.9
26631,-2.9
23378,26.6
2615,-8.7
15182,-3.6
27140,5.0
12690,5.2
13926,13.7
6409,-3.3
107,7.5
5878,-6.6
2148,15.3
23599,0.5
9266,-3.1
151,4.2
10806,-2.5
20704,25.3
5629,-4.4
4639,-7.0
454,-2.6
17341,13.1
16280,-0.9
19686,2.9
8370,7.7
26822,15.5
4785,9.6
2801,16.1
21049,5.1
20837,15.6
20822,17.5
25171,1.5
27774,8.4
11078,16.1
16120,0.2
9897,-0.2
15793,11.7
10390,15.7
20994,4.9
12951,-3.6
22141,15.2
16881,-1.7
24833,24.8
5005,-9.6
19754,2.9
21523,9.3
10091,-4.8
18160,6.9
21770,5.6
22571,-3.2
17745,2.7
9835,3.0
4178,7.3
3712,-3.1
17366,10.8
7512,7.2
27338,-1.6
14950,-1.9
9808,5.4
14898,-0.2
22060,24.5
16514,10.3
24169,15.1
1305,-3.7
18760,12.4
17815,7.1
18547,11.3
7531,10.4
18403,0.3
1253,-6.5
6477,-5.8
6753,-1.6
9707,20.4
2876,10.4
18719,16.5
21067,5.2
5006,-9.7
14830,3.0
11960,5.6
16405,2.0
23962,11.0
1440,14.8
102,8.0
26203,28.7
16822,-0.3
19032,-0.5
18317,3.4
14704,21.7
8321,12.5
16114,0.4
6390,-2.8
6582,-8.9
9803,5.9
13815,-1.6
1173,-5.6
12167,-3.5
27569,24.6
23723,-3.0
15906,11.8
27280,-0.5
25816,0.3
9759,12.2
3509,1.4
10169,-5.6
17520,5.6
22675,15.1
7299,-10.4
23144,-5.6
6161,1.8
13918,13.9
11182,16.0
256,0.7
22122,20.8
10901,-2.3
2633,-8.7
13260,21.3
12174,-3.7
19638,3.0
16358,0.2
18101,9.3
17247,14.2
4007,13.2
18886,3.1
23747,-3.3
20962,5.7
21906,5.3
11049,11.2
2156,15.8
16912,-2.3
3652,-2.2
26163,25.7
10314,9.0
2644,-8.4
17739,2.6
23605,0.2
16887,-1.7
16444,4.8
2617,-8.7
18001,18.6
17108,-0.9
14053,12.0
24691,18.0
16400,1.7
19272,18.2
27284,-0.5
19096,-0.3
4967,-8.3
2468,-5.6
3498,1.9
14644,19.5
25113,1.8
26911,29.8
25812,0.4
15273,13.6
20700,25.0
5844,-6.9
21232,4.7
18272,4.7
5593,-1.7
13986,14.6
10067,-4.6
16651,11.7
19147,-0.3
10485,9.9
22063,24.8
12371,-5.1
12830,-1.4
17707,3.5
9580,9.9
22119,20.5
5571,1.0
24496,-1.0
27238,0.9
23211,-0.2
6745,-3.3
4637,-7.4
20862,12.5
14515,0.6
16493,8.9
26191,28.3
24247,8.5
22652,10.3
4255,3.0
4478,-3.9
19505,7.4
405,-1.7
18059,11.9
16537,13.2
24910,12.0
8225,4.6
27841,4.5
8251,8.9
13575,-1.2
2272,3.3
16970,-2.9
19664,3.2
11396,-2.8
952,-1.7
4854,1.7
25579,16.6
4944,-7.2
13689,-2.6
1290,-5.9
748,17.6
17142,1.1
9597,12.6
19404,19.8
6016,-3.6
589,-2.1
8941,10.8
27018,17.6
6847,8.8
2603,-8.5
23125,-5.3
27274,-0.3
27787,7.5
1887,-0.3
15902,11.6
12325,-5.8
1064,-4.7
25034,4.6
6714,-9.0
21206,4.5
26970,28.4
4257,2.9
8136,-8.0
25140,1.4
18236,5.8
1001,-3.3
5876,-6.7
3813,-3.7
18171,6.7
26087,11.0
19852,3.0
16899,-1.9
27805,6.5
28265,30.3
13532,0.1
6501,-6.7
1790,1.4
21488,10.8
10825,-2.5
28007,-0.8
18040,13.6
951,-1.7
19377,19.3
26200,28.6
25621,10.7
6393,-2.9
26392,5.2
20429,-1.6
28363,24.3
2466,-5.6
5815,-7.3
13410,6.8
1619,3.9
3646,-2.4
5519,10.3
19216,7.4
14075,9.6
22262,3.4
3751,-2.2
21713,6.5
5408,5.2
20382,-1.5
3314,8.4
22678,15.8
27687,22.5
21500,10.3
26829,17.3
788,12.8
16378,0.6
27781,8.1
12904,-2.8
20300,0.8
11386,-2.6
5153,-12.0
15309,20.6
10296,5.5
7987,-7.6
24658,10.7
23100,-4.9
11330,-0.4
3580,-0.3
13543,-0.2
23393,25.3
2199,15.1
18048,12.9
19277,20.1
28035,-1.5
5906,-6.4
13517,0.7
7639,10.2
22569,-3.2
20413,-1.6
28161,9.9
5619,-3.9
21136,4.6
926,-0.6
9987,-2.9
6049,-0.5
21508,9.9
19504,7.5
18284,4.1
195,2.5
18536,10.1
6502,-6.8
19068,0.3
1256,-6.6
28286,31.9
3895,-3.3
3131,-2.9
19952,5.6
15974,7.7
1659,2.9
16961,-2.8
5985,-4.9
3589,-0.9
8440,2.8
26072,7.4
18436,-0.8
15279,13.5
16323,-0.2
19702,2.8
16914,-2.4
11865,19.3
6132,1.0
9818,4.4
1187,-5.7
21847,4.9
4806,8.8
20873,11.6
18425,-0.4
250,1.0
22935,-1.5
12476,12.2
25541,24.5
14730,19.6
17353,11.9
23564,2.1
23550,3.0
26832,18.1
26811,12.7
9447,-0.5
4567,-8.3
5222,-12.8
27625,31.8
18744,14.2
627,4.0
17898,14.9
2439,-5.0
19420,18.8
10110,-5.0
3649,-2.3
2067,6.5
2115,13.4
4687,0.4
1806,1.0
26712,-4.0
16777,1.3
13787,-3.6
17439,7.0
23861,-5.0
28319,31.3
20634,13.7
15054,-3.9
11513,-5.1
12899,-2.8
14997,-2.7
13346,13.6
16982,-3.0
1726,1.6
15823,11.1
19695,2.7
717,17.5
3534,1.0
4804,9.0
8024,-7.9
2474,-5.6
6124,0.4
5134,-11.7
16834,-0.6
18115,8.7
20034,13.0
7860,-5.1
16866,-1.3
25387,14.6
10248,-2.4
7993,-7.8
1137,-4.5
8392,5.9
24245,8.5
3991,10.9
21776,5.5
20840,15.4
13949,14.0
17046,-3.7
15401,16.1
9830,3.3
8498,-0.6
9434,0.0
440,-2.1
10792,-2.6
11704,1.8
25672,6.4
14235,-0.2
2941,2.3
9519,-0.4
15936,10.8
25268,1.1
21745,6.3
9042,19.0
846,4.8
21504,10.0
15941,10.8
14164,2.4
16054,2.6
3570,0.4
12917,-3.1
297,0.5
26433,2.9
2417,-4.4
7648,8.3
1072,-4.6
22990,-2.8
27200,2.1
20184,6.4
24814,25.6
11503,-4.9
15600,6.3
9201,-0.4
23028,-3.6
27539,17.9
27534,16.6
5963,-5.8
22143,15.0
24165,15.7
7839,-4.7
18156,6.9
18594,21.4
740,17.8
28540,7.8
24252,8.3
25088,2.7
6128,0.5
23148,-5.6
3254,2.8
4629,-8.8
2125,14.4
6422,-3.7
20825,16.9
300,0.2
3393,8.8
13467,3.3
19105,-0.6
12645,10.4
16481,6.5
12234,-4.7
11870,18.5
10983,0.7
23841,-4.8
3414,7.6
26629,-2.8
5875,-6.7
23720,-3.0
15844,12.1
19297,22.7
26485,0.9
8549,-2.4
7082,-6.0
12355,-5.9
23663,-1.7
16131,0.0
10842,-2.5
6131,0.9
11935,8.6
4229,4.3
26475,1.1
14105,6.1
24513,-1.3
16688,6.9
215,2.0
21441,12.3
28466,9.9
16648,12.0
20669,20.2
7145,-7.6
12601,17.4
9312,2.1
11776,15.5
2178,16.1
23112,-5.2
6748,-2.7
3051,-2.3
17144,1.2
8841,-6.6
24985,6.5
18108,9.0
6011,-3.8
18183,6.5
19129,-0.4
17924,18.8
2068,6.7
21891,5.1
11679,-2.9
23133,-5.5
16177,-1.2
16467,5.9
18827,5.6
10963,-0.5
21075,5.0
13799,-3.1
10399,15.6
22158,12.7
7653,7.2
5352,-4.9
14327,-2.3
8444,2.6
1302,-4.3
18315,3.4
25535,25.6
2062,6.1
27695,18.6
3551,0.3
11608,-6.6
26496,0.5
14893,0.0
5766,-7.9
18120,8.4
25192,2.4
19596,3.3
12576,19.0
6111,0.0
2469,-5.6
8427,3.7
9839,2.8
26156,24.9
18662,22.3
15958,9.1
10046,-4.0
26435,2.8
961,-2.0
25566,19.4
9998,-3.1
6375,-2.7
10499,7.6
4513,-6.3
15472,9.4
13261,21.2
28025,-1.4
20806,19.8
17794,5.1
25763,1.8
16556,17.5
21968,9.0
11750,10.6
26738,-3.4
19255,15.9
3601,-1.2
14396,-3.3
14681,22.4
1507,12.2
8378,7.0
18697,22.1
9375,1.6
1317,-1.6
5046,-10.5
8573,-2.9
12434,3.2
27914,1.6
4821,7.8
24582,-1.8
1636,3.4
18298,3.6
23007,-3.1
12421,1.6
12498,15.4
10326,10.7
26040,-0.1
15723,5.7
19864,3.1
6798,5.0
1516,10.8
1468,14.2
15265,12.2
18300,3.7
23553,2.8
5553,3.2
5788,-7.7
18369,1.4
12834,-1.5
123,5.9
8272,12.5
13088,-3.9
4286,2.0
19757,2.9
21715,6.5
9287,-3.9
6960,0.7
24775,27.5
8919,6.4
7754,-2.4
21695,6.6
25216,2.6
5833,-8.0
21702,6.6
247,1.1
16352,0.1
25839,-0.3
7936,-6.9
1402,12.2
10465,12.8
10830,-2.4
14996,-2.7
5491,11.7
19230,10.4
14948,-1.7
16501,9.7
20997,5.0
9609,14.3
6238,0.0
6961,0.5
3435,6.2
18832,5.4
12732,2.4
6717,-8.3
12940,-3.5
12558,20.4
22268,3.1
24418,1.4
13429,5.4
3338,8.7
5868,-6.9
3987,10.1
21406,12.1
1243,-6.4
24937,9.5
3771,-2.3
24808,26.8
3457,4.5
1495,14.1
22526,-3.1
22058,24.3
22506,-2.8
9417,0.2
15975,7.6
18382,1.0
15108,-4.3
18031,14.5
26145,23.4
8411,4.9
22880,0.1
8861,-5.4
13715,-2.8
21239,4.8
26710,-4.0
26236,27.3
21234,4.7
6159,2.0
12081,-1.3
16783,1.1
23986,17.6
26424,3.3
24437,0.6
25554,22.2
5346,-6.1
9920,-1.1
6188,1.2
5191,-12.6
28097,-2.0
12739,2.0
26939,30.0
19091,-0.1
26005,-3.3
9319,1.8
105,7.6
19912,5.2
15156,-4.5
21704,6.6
17267,16.7
14810,4.4
11061,13.3
3801,-3.4
26445,2.3
15433,12.9
16385,0.9
23689,-2.3
24887,15.2
11353,-1.5
14793,5.5
5647,-5.3
18463,-0.9
20020,11.9
14769,7.5
12776,0.3
25980,-3.2
25247,2.3
7699,1.3
8893,1.5
4971,-8.4
3592,-1.0
14210,0.5
27748,10.3
27216,1.6
11878,17.4
13791,-3.4
411,-1.7
10119,-5.0
11795,18.1
20945,6.7
98,8.4
23139,-5.5
13453,4.0
18790,8.6
17609,4.3
4627,-8.8
14588,7.5
24659,11.0
17024,-3.6
25267,1.2
8240,7.3
563,-4.4
21309,7.4
13189,13.6
4405,-1.7
14042,13.1
7027,-4.6
11381,-2.3
1352,4.4
7898,-6.0
7879,-5.5
18673,19.3
7376,-11.8
25585,15.4
27404,-3.0
19499,7.9
1238,-6.3
12889,-2.6
11384,-2.4
12227,-4.6
26354,8.3
3690,-2.6
2670,-4.8
23233,4.5
19306,24.5
13102,-2.1
18510,4.4
11970,4.9
8737,-5.4
6916,7.8
13764,-3.7
36,12.4
7437,-7.3
19282,20.2
27373,-2.3
6175,1.5
7967,-7.4
6359,-2.6
24379,4.3
18901,2.3
1365,7.1
18544,11.6
25738,2.8
22044,23.6
16865,-1.3
13034,-4.5
24360,5.4
25810,0.4
28421,14.1
25451,26.4
10031,-3.8
27002,20.6
24182,13.3
9461,-0.8
13067,-4.7
2986,-0.9
3774,-2.5
19115,-0.6
1019,-3.8
7603,14.2
11013,5.1
24992,6.2
3941,1.9
19081,0.1
6606,-9.5
8590,-3.3
23607,0.2
14801,5.0
26895,28.4
24120,25.3
23872,-4.9
10667,-2.6
23215,0.6
8979,16.4
16531,12.4
22191,8.6
3422,7.1
10522,5.0
23992,18.9
20260,2.2
11665,-5.2
26528,-0.6
2269,3.8
17075,-3.0
6639,-10.0
612,1.6
12362,-5.4
18096,9.6
16690,6.6
3378,9.3
11814,19.3
16840,-0.7
3054,-2.3
10858,-2.5
9867,1.2
4216,5.0
14266,-1.0
24264,7.7
16721,4.1
1506,12.6
28,11.4
14694,22.5
5020,-10.0
13415,6.3
10595,0.2
14719,20.4
27006,19.7
18313,3.5
21577,7.8
23623,-0.5
21411,12.2
2634,-8.7
27348,-1.9
1303,-4.0
25243,2.5
2489,-5.8
6054,-0.3
4446,-3.6
7829,-4.7
5738,-7.1
8325,12.7
237,1.3
23342,25.5
7988,-7.6
26679,-3.6
23448,13.8
18999,-0.1
6837,7.9
8093,-8.5
25630,9.8
24606,-0.2
23569,1.9
24145,18.7
3969,6.8
7313,-10.6
14000,14.7
1241,-6.4
20732,27.0
4283,2.0
10826,-2.5
5823,-7.4
9456,-0.7
23025,-3.4
8700,-5.2
19956,6.4
6439,-4.3
20967,5.5
14454,-0.8
24581,-1.8
9162,2.4
7478,1.5
8907,4.0
235,1.3
13084,-4.0
1446,15.3
2780,14.4
21150,4.6
2999,-1.3
7485,2.7
26859,23.8
3279,5.9
26,11.7
15395,17.0
26335,10.2
14017,14.7
4143,10.9
24719,23.1
8971,15.8
22523,-3.0
4712,3.6
19253,15.6
6697,-10.6
7746,-1.9
2128,14.1
11169,18.2
334,-0.7
28184,15.9
21624,7.1
13605,-1.9
5174,-12.2
9815,4.6
4591,-9.1
571,-4.2
12114,-2.4
8031,-7.9
25634,9.2
4647,-5.9
11392,-2.7
3349,8.7
10297,5.9
7992,-7.8
1910,-1.0
12225,-4.5
3046,-2.2
16696,6.0
22023,20.5
11477,-4.6
11628,-6.7
1066,-4.7
24197,11.8
17808,6.4
18691,22.6
19442,15.2
26041,0.2
444,-2.4
20828,16.6
21744,6.3
7470,-0.4
13606,-1.9
2291,1.5
14270,-1.1
23504,6.5
10192,-5.5
20934,7.6
5945,-5.8
9180,0.9
7708,0.8
14227,0.0
10978,0.3
25055,3.9
11739,7.9
4631,-8.3
12692,5.1
9924,-1.2
18467,-0.8
6980,-1.7
6678,-10.6
20178,7.1
13979,15.3
18102,9.2
19245,14.0
24859,19.1
152,4.2
18506,3.6
16350,0.0
18385,0.9
5433,8.3
4340,-0.1
16434,4.2
22202,7.5
20407,-1.6
10569,1.5
17041,-3.7
8500,-0.7
20964,5.7
1750,2.1
20882,10.8
21420,12.0
1444,15.0
6348,-2.5
9594,12.3
335,-0.7
7540,11.6
9438,-0.3
655,9.1
27471,0.5
23614,-0.2
10735,-3.0
23492,7.6
1494,14.1
6034,-2.7
16595,15.1
25684,5.6
20491,-1.9
1059,-4.5
1801,1.2
17930,19.4
14651,20.5
21012,5.2
7657,6.6
2729,6.3
12066,-0.7
15854,12.7
8223,4.0
8401,5.5
11056,12.4
23012,-3.1
7518,8.2
25289,0.9
227,1.5
8387,6.3
10555,2.4
18327,3.0
26993,23.8
22030,21.2
17056,-3.6
15202,-0.4
26575,-1.8
20372,-1.2
16320,-0.2
4040,17.2
24988,6.3
7073,-5.9
9410,0.4
27395,-2.8
19439,15.7
6627,-9.5
11080,16.6
11377,-2.3
16344,0.0
21252,5.2
2050,3.7
22163,12.0
4354,-0.4
25702,4.6
22658,11.8
950,-1.7
16318,-0.3
26448,2.3
6481,-5.9
12484,13.8
8916,5.8
13893,12.8
16284,-0.8
19161,0.0
14754,11.0
25914,-2.1
14353,-2.5
24503,-1.1
13962,14.6
20841,15.4
13376,9.6
7208,-8.8
5484,11.7
5216,-12.7
27984,-0.3
13695,-2.6
13248,21.4
20396,-1.7
21771,5.5
4702,2.6
4019,14.9
8650,-4.1
21363,10.7
11624,-6.8
2677,-3.4
5791,-7.5
20650,17.3
22720,22.4
25671,6.3
8137,-8.0
773,15.7
24026,25.1
19287,21.1
19688,2.7
12376,-4.6
11578,-6.3
27982,-0.4
16260,-2.5
26268,22.9
18330,3.0
16650,11.7
2473,-5.7
21151,4.6
12751,1.5
7113,-6.8
760,16.2
16995,-3.1
25734,3.0
6050,-0.4
21112,4.7
20813,18.2
27646,32.4
425,-2.3
21141,4.6
28565,8.0
18632,25.2
1617,3.8
3613,-1.6
12833,-1.5
9149,3.5
25659,7.2
16856,-1.1
6562,-8.5
15545,7.1
2685,-1.8
17966,18.2
7349,-11.3
28438,12.1
14690,22.4
25665,6.7
10038,-4.0
24720,23.4
25213,2.7
20787,21.9
1879,-0.1
24549,-1.9
14466,-0.6
33,12.3
22050,23.6
14475,-0.4
17034,-3.6
9177,1.2
14054,11.8
13462,3.6
6042,-2.3
22316,1.4
14038,13.3
17827,8.4
7106,-6.7
23654,-1.3
295,0.5
268,0.9
1602,5.1
25645,8.2
12874,-2.4
10353,12.9
3702,-2.9
20626,12.1
3550,0.4
13437,4.8
10550,2.8
17327,14.2
374,-1.8
4788,9.7
9788,7.6
8807,-6.5
17411,8.0
27328,-1.5
16681,7.6
21006,5.1
28166,11.2
16649,11.9
1164,-5.2
1363,6.8
19204,5.3
18046,13.0
2565,-8.2
18041,13.6
22003,16.7
2702,1.7
13113,-0.2
24832,25.1
6051,-0.2
15383,18.5
23750,-3.4
11966,5.1
15931,11.0
25626,10.1
12865,-2.3
5949,-6.0
3198,-0.8
685,13.7
11032,7.5
24467,-0.4
19871,3.3
23778,-3.9
16296,-0.6
21585,7.9
23791,-4.0
11085,17.1
22845,13.8
4943,-7.1
27083,9.1
5317,-12.3
5994,-4.5
6785,3.2
3375,9.3
508,-4.1
12993,-4.3
12438,3.4
2358,-2.4
11332,-0.4
14539,1.9
25040,4.4
25918,-2.2
4165,8.3
12466,10.2
9785,8.0
25465,27.8
5574,0.6
27542,18.6
22235,4.9
8668,-4.5
10042,-4.2
20605,6.9
21635,7.2
1185,-5.7
10018,-3.6
3147,-2.8
21088,4.8
4066,17.1
12624,13.4
8014,-8.0
9958,-2.3
12700,4.5
8982,16.8
13603,-1.8
26425,3.4
17542,5.3
12267,-4.9
24141,19.7
3055,-2.3
4067,16.4
340,-0.9
9548,4.0
13459,3.7
3505,1.6
1624,3.4
22705,20.8
25498,27.9
15669,5.2
22641,7.7
12652,9.5
10333,10.7
10581,0.9
14503,0.2
11554,-5.8
1258,-6.6
27884,2.6
11350,-1.4
2140,15.0
10702,-3.2
8728,-5.3
17505,5.6
2627,-8.7
6795,4.7
1103,-5.1
12071,-0.8
21071,5.0
24334,6.4
26555,-1.2
3692,-2.6
10692,-2.9
26874,26.1
11786,16.8
23869,-5.0
14112,5.5
6586,-9.2
6119,-0.1
15868,11.9
26821,15.2
3343,8.7
26798,9.2
8245,8.6
23307,21.2
4215,5.0
1428,14.1
18345,2.3
15675,5.1
8662,-4.4
6248,-0.1
23870,-5.1
21164,4.7
8235,6.3
17574,4.6
15893,11.3
13279,21.2
22994,-3.0
1918,-1.0
15084,-4.0
11205,11.3
8787,-6.2
28022,-1.2
21310,7.5
3602,-1.2
7379,-11.9
1803,1.2
17610,4.3
17110,-0.8
17992,17.2
26046,1.4
16410,2.4
3920,-1.2
5703,-6.6
16006,5.0
21142,4.6
3469,4.1
10497,7.8
24372,4.6
17346,12.5
22628,4.1
13902,12.6
13096,-3.1
27462,-1.3
20358,-0.8
13721,-2.8
26602,-2.3
8556,-2.4
13886,10.0
16577,15.5
8420,4.3
969,-2.4
22209,6.7
3286,7.0
11999,2.7
2383,-3.1
27545,19.3
23813,-4.5
4414,-1.9
3418,7.3
12562,19.6
6315,-2.0
4350,-0.4
12875,-2.4
27192,2.6
25188,2.3
25363,8.8
7406,-11.6
8470,1.0
17169,3.3
5530,7.5
24906,12.4
21893,5.1
25169,1.5
1530,9.4
27419,-3.1
9356,1.7
4397,-1.3
5751,-7.6
25994,-3.3
19825,2.9
19233,11.3
11005,3.9
7363,-11.5
26643,-3.0
18581,18.8
20289,1.1
22272,3.0
7891,-5.8
23892,-4.2
8750,-5.5
18454,-1.0
15101,-4.2
28361,25.6
6394,-2.9
18741,14.5
19844,2.9
5318,-12.2
4795,9.6
2968,0.4
22600,-1.4
19740,2.8
4410,-1.8
23514,5.4
12212,-4.3
14287,-1.4
18387,0.8
1461,14.7
12182,-3.8
24431,0.9
1057,-4.5
4931,-6.6
1916,-1.0
9336,1.9
19892,3.8
4951,-7.6
18908,2.1
22180,9.7
9402,0.8
9226,-1.8
11669,-4.7
17241,13.9
8174,-2.1
10645,-1.7
16248,-2.3
5095,-11.5
10167,-5.6
203,2.3
25389,15.0
8478,0.4
26083,10.0
9304,2.1
12791,-0.2
27912,1.7
9179,1.0
3900,-3.2
25565,19.7
13377,9.5
2987,-0.9
24168,15.2
4565,-8.2
10558,2.2
24671,13.7
6546,-8.1
17638,4.2
6519,-7.3
25704,4.5
9497,-1.6
22198,7.7
18704,20.0
205,2.0
28393,18.3
6838,8.0
22320,1.2
2664,-6.1
4228,4.4
8493,-0.4
24116,25.3
7853,-5.1
13684,-2.6
3239,1.3
19630,3.3
1311,-2.7
12954,-3.6
4027,15.9
8269,11.9
19957,6.6
1906,-0.8
4986,-9.1
26062,4.8
13889,11.0
20676,21.4
2099,10.9
977,-2.7
5579,0.1
17660,4.0
24308,6.8
3212,0.2
2849,15.3
17749,2.6
27668,28.4
14351,-2.5
182,3.0
11577,-6.3
15210,1.2
8989,17.4
5239,-13.1
22076,25.4
2679,-3.1
9091,11.1
13837,0.0
6045,-1.9
26472,1.2
20594,4.2
9883,0.5
6294,-1.6
23479,9.1
10099,-5.0
12747,1.7
4740,7.0
21016,5.3
14009,14.8
13819,-1.5
9342,1.8
8932,9.1
14032,13.7
17868,12.6
1380,9.1
14920,-1.0
13640,-2.4
448,-2.2
24333,6.6
8984,16.7
17650,4.2
17398,8.7
10107,-4.9
10319,10.2
18639,26.3
70,10.5
8655,-4.3
27222,1.4
14842,2.4
15887,11.3
9750,13.4
25850,-0.7
17023,-3.6
4791,9.5
2684,-2.0
18037,13.9
25297,0.9
5146,-11.9
19745,2.8
6878,9.8
2928,3.6
20627,12.2
25635,9.1
25517,27.2
12336,-5.9
14867,1.0
27007,19.5
16910,-2.1
14828,3.2
8135,-8.0
20110,13.5
7360,-11.5
14744,15.3
18680,21.9
26459,1.8
28235,26.5
26039,-0.2
21271,5.4
14671,22.0
12525,19.3
2766,12.7
27505,8.8
8013,-7.9
21575,7.9
19977,8.5
3853,-2.3
1012,-3.6
25658,7.2
8887,0.3
5842,-7.0
13095,-3.2
6655,-10.4
10170,-5.6
25046,4.2
10356,13.3
5415,6.1
28537,7.9
3919,-1.4
21460,12.3
492,-3.7
17067,-3.3
4800,9.4
24048,27.1
28155,8.4
7155,-7.7
23968,12.1
13449,4.2
16603,15.3
15904,12.2
15473,9.3
857,3.7
9440,-0.4
26447,2.3
1614,3.9
10370,13.8
7934,-6.7
2377,-3.1
9361,1.7
26879,26.8
27858,3.8
1409,12.8
1556,7.2
1279,-6.3
8219,3.9
7945,-7.1
28206,20.9
17558,4.9
24638,6.3
1991,-1.8
472,-3.3
11811,19.8
13849,3.2
8463,1.2
10526,4.5
12127,-2.7
3280,6.2
8610,-3.5
943,-1.4
3151,-2.8
7525,9.7
22688,17.3
7436,-7.4
24022,24.4
9842,2.6
12311,-5.6
2629,-8.7
18842,4.8
26758,-0.6
1027,-3.9
17727,2.8
22906,-0.7
2396,-3.6
14929,-1.3
27443,-2.8
16151,-0.7
16998,-3.2
21243,4.8
26130,20.6
19254,16.1
771,15.9
12607,16.2
22510,-2.8
14483,-0.3
6852,8.6
11184,14.7
10567,1.6
18372,1.4
1393,9.2
21005,5.1
25217,2.6
90,9.2
6377,-2.7
17480,6.0
2709,3.0
12680,6.2
10850,-2.4
19882,3.5
17007,-3.4
13174,11.0
26001,-3.4
19218,7.9
1076,-4.7
3232,0.9
23917,0.8
16025,4.0
19133,-0.4
14987,-2.8
3380,9.3
18756,13.1
20617,9.8
9692,21.6
26964,29.2
16544,14.0
20504,-1.8
1158,-5.2
9949,-2.1
17776,3.6
3438,6.1
20218,4.0
21932,5.6
549,-4.5
10566,1.7
7028,-4.6
23821,-4.5
