,r_humidity_1h
107,5.94
5878,72.8
2148,27.1
23599,78.2
9266,74.2
151,7.33
10806,91.4
20704,33.3
5629,69.3
4639,41.4
454,9.99
17341,64.1
16280,99.9
19686,87.6
8370,62.7
26822,35.4
4785,26.6
2801,29.2
21049,70.4
20837,43.3
20822,36.3
25171,99.9
27774,50.2
11078,34.8
16120,99.9
9897,56.5
15793,96.6
10390,33.7
20994,81.0
12951,99.9
22141,37.4
16881,99.9
24833,31.0
5005,54.5
19754,89.1
21523,60.2
10091,99.7
18160,81.3
21770,63.8
22571,99.9
17745,98.9
9835,44.5
4178,74.1
3712,99.6
17366,65.4
7512,36.9
27338,99.9
14950,85.5
9808,36.0
14898,88.4
22060,51.9
16514,99.9
24169,38.4
1305,99.9
18760,49.3
17815,74.9
18547,74.8
7531,34.7
18403,99.9
1253,99.9
6477,99.9
6753,79.2
9707,26.1
2876,34.7
18719,44.4
21067,73.8
5006,54.3
14830,71.2
11960,47.6
16405,99.9
23962,43.2
1440,57.5
102,5.97
26203,27.3
16822,99.9
19032,92.0
18317,88.0
14704,33.8
8321,55.9
16114,99.9
6390,99.9
6582,99.9
9803,35.0
13815,99.9
1173,99.9
12167,99.9
27569,32.6
23723,99.9
15906,81.4
27280,97.7
25816,84.0
9759,23.0
3509,79.3
10169,99.9
17520,78.7
22675,24.5
7299,81.4
23144,98.1
6161,91.9
13918,52.0
11182,28.9
256,9.08
22122,44.6
10901,91.4
2633,99.9
13260,36.2
12174,99.9
19638,88.1
16358,99.9
18101,65.6
17247,81.1
4007,58.5
18886,70.9
23747,99.9
20962,72.8
21906,90.2
11049,39.6
2156,31.1
16912,99.9
3652,97.6
26163,29.9
10314,48.2
2644,99.9
17739,98.7
23605,79.0
16887,99.9
16444,99.9
2617,99.9
18001,47.0
17108,99.9
14053,41.0
24691,49.5
16400,99.9
19272,46.2
27284,98.0
19096,86.6
4967,49.1
2468,82.4
3498,71.1
14644,48.6
25113,95.5
26911,24.4
25812,83.0
15273,43.7
20700,33.2
5844,83.6
21232,71.8
18272,84.5
5593,49.5
13986,42.9
10067,98.1
16651,70.5
19147,92.4
10485,31.5
22063,54.4
12371,99.9
12830,99.9
17707,92.0
9580,47.0
22119,44.9
5571,32.0
24496,89.1
27238,90.6
23211,60.8
6745,89.9
4637,44.0
20862,50.5
14515,99.9
16493,99.9
26191,26.8
24247,62.1
22652,32.2
4255,66.5
4478,70.5
19505,69.8
405,9.99
18059,62.1
16537,90.8
24910,49.6
8225,61.7
27841,73.5
8251,63.4
13575,98.7
2272,23.4
16970,99.9
19664,86.4
11396,71.7
952,82.1
4854,28.9
25579,29.2
4944,44.0
13689,99.9
1290,99.9
748,46.9
17142,99.9
9597,36.3
19404,41.0
6016,94.6
589,9.99
8941,33.5
27018,29.6
6847,39.0
2603,99.9
23125,96.8
27274,97.0
27787,54.1
1887,76.9
15902,81.5
12325,99.9
1064,99.9
25034,83.3
6714,99.9
21206,75.6
26970,24.8
4257,69.1
8136,99.9
25140,98.8
18236,83.5
1001,98.7
5876,71.9
3813,99.9
18171,81.1
26087,48.6
19852,89.2
16899,99.9
27805,63.2
28265,18.2
13532,92.0
6501,99.9
1790,96.7
21488,47.1
10825,90.6
28007,99.9
18040,56.3
951,82.7
19377,42.0
26200,32.4
25621,41.6
6393,99.9
26392,40.5
20429,99.9
28363,43.1
2466,83.2
5815,80.8
13410,63.7
1619,79.0
3646,97.3
5519,27.5
19216,55.4
14075,52.8
22262,53.0
3751,99.2
21713,63.3
5408,45.5
20382,99.9
3314,47.7
22678,23.1
27687,18.5
21500,49.0
26829,31.2
788,47.6
16378,99.9
27781,53.6
12904,99.9
20300,87.4
11386,63.8
5153,74.3
15309,40.8
10296,52.3
7987,99.9
24658,69.5
23100,96.1
11330,66.3
3580,87.4
13543,92.9
23393,24.0
2199,18.3
18048,58.8
19277,44.1
28035,99.9
5906,68.7
13517,88.8
7639,37.4
22569,99.9
20413,99.9
28161,59.3
5619,58.9
21136,76.8
926,77.7
9987,86.3
6049,91.8
21508,49.5
19504,70.7
18284,88.3
195,8.37
18536,74.3
6502,99.9
19068,87.8
1256,99.9
28286,17.7
3895,99.9
3131,86.6
19952,94.4
15974,71.3
1659,69.8
16961,99.9
5985,90.0
3589,83.1
8440,99.9
26072,51.2
18436,99.9
15279,41.4
16323,99.9
19702,87.8
16914,99.9
11865,38.2
6132,93.1
9818,39.8
1187,99.9
21847,78.3
4806,27.4
20873,58.4
18425,99.9
250,9.34
22935,52.8
12476,65.9
25541,21.3
14730,35.3
17353,61.5
23564,62.1
23550,62.2
26832,32.5
26811,37.0
9447,99.9
4567,57.1
5222,92.2
27625,22.4
18744,46.4
627,9.2
17898,55.7
2439,74.4
19420,41.5
10110,99.9
3649,97.4
2067,37.5
2115,24.7
4687,30.2
1806,99.9
26712,99.9
16777,99.9
13787,99.9
17439,77.9
23861,99.9
28319,26.5
20634,64.9
15054,99.9
11513,98.5
12899,99.9
14997,99.9
13346,38.4
16982,99.9
1726,74.5
15823,90.0
19695,87.9
717,48.3
3534,82.6
4804,28.1
8024,99.9
2474,84.8
6124,93.2
5134,71.9
16834,99.9
18115,73.6
20034,55.1
7860,94.6
16866,99.9
25387,66.4
10248,80.7
7993,99.9
1137,99.9
8392,62.3
24245,59.1
3991,57.7
21776,63.8
20840,39.6
13949,51.0
17046,99.9
15401,35.7
9830,43.4
8498,76.4
9434,99.9
440,9.99
10792,92.4
11704,74.3
25672,49.2
14235,99.9
2941,74.9
9519,99.9
15936,73.1
25268,98.2
21745,56.0
9042,21.0
846,41.3
21504,49.0
15941,73.7
14164,82.1
16054,90.6
3570,84.7
12917,99.9
297,9.55
26433,57.3
2417,71.1
7648,39.2
1072,99.9
22990,74.6
27200,81.7
20184,69.1
24814,32.9
11503,97.1
15600,59.1
9201,50.7
23028,78.2
27539,42.0
27534,42.3
5963,76.7
22143,36.9
24165,37.4
7839,92.9
18156,81.5
18594,57.1
740,45.4
28540,91.6
24252,58.4
25088,91.0
6128,93.8
23148,99.2
3254,63.4
4629,50.6
2125,25.6
6422,99.9
20825,37.7
300,9.63
3393,43.8
13467,77.8
19105,89.7
12645,54.6
16481,99.9
12234,99.9
11870,38.4
10983,68.2
23841,99.9
3414,56.1
26629,93.9
5875,72.1
23720,99.9
15844,86.7
19297,41.6
26485,64.7
8549,79.3
7082,48.2
12355,99.9
23663,93.8
16131,99.9
10842,89.5
6131,93.3
11935,41.0
4229,67.2
26475,63.9
14105,68.2
24513,95.9
16688,88.9
215,8.71
21441,46.9
28466,78.8
16648,72.3
20669,46.7
7145,61.6
12601,46.4
9312,90.4
11776,47.9
2178,25.5
23112,95.3
6748,86.7
3051,86.9
17144,99.9
8841,91.0
24985,62.7
18108,68.6
6011,96.0
18183,81.4
19129,92.7
17924,51.0
2068,38.1
21891,84.7
11679,94.0
23133,95.3
16177,99.9
16467,99.9
18827,68.8
10963,78.0
21075,75.6
13799,99.9
10399,32.4
22158,36.3
7653,39.1
5352,45.6
14327,99.9
8444,99.9
1302,99.9
18315,88.8
25535,22.7
2062,38.2
27695,19.4
3551,83.0
11608,99.9
26496,64.5
14893,89.0
5766,84.8
18120,76.2
25192,94.3
19596,87.5
12576,48.5
6111,93.9
2469,82.4
8427,86.3
9839,45.6
26156,35.8
18662,47.5
15958,72.0
10046,95.8
26435,56.8
961,89.9
25566,26.5
9998,87.9
6375,99.9
10499,34.7
4513,57.9
15472,52.9
13261,34.7
28025,99.9
20806,41.2
17794,88.3
25763,74.3
16556,78.7
21968,93.1
11750,42.2
26738,99.7
19255,44.6
3601,85.2
14396,99.9
14681,37.8
1507,55.6
8378,60.6
18697,38.4
9375,99.9
1317,94.6
5046,60.4
8573,59.9
12434,87.7
27914,91.3
4821,29.9
24582,99.9
1636,76.8
18298,89.5
23007,81.9
12421,91.2
12498,61.1
10326,46.0
26040,72.5
15723,99.9
19864,83.3
6798,47.4
1516,54.1
1468,56.9
15265,42.8
18300,90.4
23553,58.3
5553,32.9
5788,80.2
18369,99.4
12834,99.9
123,6.6
8272,63.1
13088,99.9
4286,63.2
19757,90.3
21715,63.4
9287,81.6
6960,36.2
24775,33.8
8919,38.3
7754,64.4
21695,55.8
25216,96.1
5833,80.4
21702,59.3
247,9.34
16352,99.9
25839,84.1
7936,97.0
1402,56.3
10465,31.1
10830,89.2
14996,99.9
5491,32.3
19230,50.6
14948,84.3
16501,99.9
20997,80.9
9609,36.8
6238,95.9
6961,36.7
3435,55.8
18832,72.9
12732,88.7
6717,99.9
12940,99.9
12558,47.8
22268,55.1
24418,84.5
13429,67.4
3338,47.5
5868,72.0
3987,59.5
21406,49.1
1243,99.9
24937,54.8
3771,98.9
24808,28.6
3457,61.3
1495,56.4
22526,99.9
22058,51.2
22506,99.9
9417,99.9
15975,70.8
18382,99.9
15108,99.9
18031,52.8
26145,34.1
8411,64.7
22880,42.0
8861,76.1
13715,99.9
21239,70.4
26710,99.9
26236,25.6
21234,70.8
6159,91.7
12081,90.0
16783,99.9
23986,36.6
26424,55.8
24437,86.0
25554,22.3
5346,50.5
9920,61.1
6188,93.8
5191,87.7
28097,99.9
12739,92.3
26939,25.6
19091,84.8
26005,99.9
9319,89.8
105,6.03
19912,84.5
15156,99.9
21704,61.0
17267,70.1
14810,57.9
11061,40.2
3801,99.9
26445,55.9
15433,39.8
16385,99.9
23689,95.7
24887,43.5
11353,57.4
14793,61.8
5647,72.9
18463,99.9
20020,63.6
14769,52.7
12776,94.9
25980,99.9
25247,93.3
7699,55.2
8893,54.2
4971,48.9
3592,84.8
14210,96.5
27748,38.7
27216,85.6
11878,36.6
13791,99.9
411,9.99
10119,99.3
11795,47.3
20945,71.4
98,5.62
23139,96.3
13453,75.0
18790,54.6
17609,83.3
4627,52.1
14588,99.9
24659,68.9
17024,99.9
25267,97.8
8240,63.8
563,9.99
21309,64.9
13189,59.4
4405,46.4
14042,43.9
7027,44.5
11381,60.1
1352,80.4
7898,99.9
7879,98.7
18673,47.9
7376,98.8
25585,30.9
27404,99.9
19499,67.2
1238,99.9
12889,99.9
11384,58.9
12227,99.9
26354,36.3
3690,99.9
2670,93.0
23233,44.8
19306,41.4
13102,99.9
18510,89.3
11970,49.8
8737,69.8
6916,33.0
13764,99.9
36,4.71
7437,64.7
19282,44.1
27373,99.9
6175,90.9
7967,99.9
6359,99.9
24379,78.0
18901,79.2
1365,71.2
18544,71.1
25738,65.4
22044,53.2
16865,99.9
13034,99.9
24360,71.7
25810,82.6
28421,62.7
25451,33.9
10031,92.9
27002,21.9
24182,41.4
9461,99.9
13067,99.9
2986,80.0
3774,98.7
19115,91.7
1019,99.9
7603,34.8
11013,52.9
24992,69.3
3941,73.6
19081,85.8
6606,99.9
8590,57.1
23607,80.3
14801,60.5
26895,25.0
24120,31.5
23872,99.9
10667,86.1
23215,59.9
8979,31.4
16531,94.4
22191,40.4
3422,53.8
10522,43.4
23992,39.2
20260,81.3
11665,99.9
26528,77.5
2269,23.2
17075,99.9
6639,99.9
612,9.8
12362,99.9
18096,65.5
16690,89.1
3378,43.7
11814,43.9
16840,99.9
3054,89.5
10858,84.6
9867,55.9
4216,79.0
14266,99.9
24264,58.8
16721,98.4
1506,55.2
28,5.39
14694,35.0
5020,54.4
13415,65.7
10595,65.5
14719,36.9
27006,23.0
18313,90.0
21577,63.9
23623,85.4
21411,49.6
2634,99.9
27348,99.9
1303,99.9
25243,94.7
2489,89.6
6054,91.8
4446,52.6
7829,88.9
5738,77.0
8325,55.7
237,9.07
23342,26.3
7988,99.9
26679,97.8
23448,19.7
18999,88.9
6837,43.9
8093,99.9
25630,43.3
24606,92.0
23569,69.9
24145,33.8
3969,61.7
7313,90.9
14000,40.6
1241,99.9
20732,39.3
4283,63.7
10826,90.9
5823,78.3
9456,99.9
23025,78.9
8700,72.0
19956,96.5
6439,99.9
20967,74.7
14454,99.9
24581,99.9
9162,45.8
7478,47.5
8907,42.2
235,9.1
13084,99.9
1446,55.9
2780,41.9
21150,77.2
2999,84.7
7485,44.0
26859,26.4
3279,53.2
26,5.61
15395,35.2
26335,29.2
14017,40.2
4143,61.4
24719,42.3
8971,30.6
22523,99.9
4712,28.3
19253,46.7
6697,99.9
7746,63.2
2128,24.5
11169,27.1
334,9.99
28184,43.9
21624,66.2
13605,99.9
5174,82.9
9815,38.9
4591,55.4
571,9.99
12114,96.7
8031,99.9
25634,43.4
4647,36.9
11392,71.9
3349,44.1
10297,51.5
7992,99.9
1910,70.3
12225,99.9
3046,85.3
16696,91.0
22023,61.0
11477,94.9
11628,99.9
1066,99.9
24197,44.4
17808,77.5
18691,39.2
19442,45.5
26041,74.0
444,9.99
20828,39.7
21744,57.5
7470,44.9
13606,99.9
2291,26.5
14270,99.9
23504,44.8
10192,99.9
20934,66.6
5945,66.4
9180,50.1
7708,58.6
14227,99.9
10978,74.7
25055,84.2
11739,45.5
4631,49.0
12692,82.0
9924,65.0
18467,99.9
6980,38.8
6678,99.9
20178,65.3
13979,44.3
18102,65.3
19245,47.0
24859,32.3
152,7.17
18506,94.2
16350,99.9
18385,99.9
5433,42.7
4340,66.6
16434,99.9
22202,40.5
20407,99.9
10569,63.6
17041,99.9
8500,75.7
20964,72.0
1750,74.5
20882,61.3
21420,48.9
1444,59.3
6348,99.9
9594,38.7
335,9.99
7540,35.4
9438,99.9
655,7.9
27471,80.7
23614,83.6
10735,98.8
23492,40.8
1494,57.0
6034,93.8
16595,73.8
25684,49.4
20491,99.9
1059,99.9
1801,99.9
17930,51.2
14651,43.6
21012,79.1
7657,37.0
2729,54.4
12066,82.3
15854,88.6
8223,64.3
8401,65.5
11056,39.5
23012,79.3
7518,33.9
25289,99.9
227,8.89
8387,61.6
10555,55.7
18327,91.3
26993,23.5
22030,56.4
17056,99.9
15202,83.9
26575,87.4
20372,99.9
16320,99.9
4040,54.0
24988,65.0
7073,46.0
9410,99.9
27395,99.9
19439,44.4
6627,99.9
11080,36.4
11377,62.9
16344,99.9
21252,75.1
2050,38.2
22163,35.4
4354,66.0
25702,51.4
22658,30.6
950,83.9
16318,99.9
26448,54.5
6481,99.9
12484,65.7
8916,42.3
13893,54.2
16284,99.9
19161,92.3
14754,46.5
25914,91.5
14353,99.9
24503,90.8
13962,48.0
20841,42.0
13376,52.1
7208,66.6
5484,37.6
5216,92.0
27984,99.9
13695,99.9
13248,33.8
20396,99.9
21771,63.2
4702,31.3
4019,55.2
8650,69.4
21363,49.3
11624,99.9
2677,87.6
5791,80.9
20650,56.7
22720,20.7
25671,47.3
8137,99.9
773,46.3
24026,34.6
19287,42.7
19688,87.1
12376,99.9
11578,99.9
27982,99.9
16260,99.9
26268,23.5
18330,90.8
16650,70.5
2473,84.8
21151,77.1
12751,94.2
7113,56.4
760,46.8
16995,99.9
25734,66.6
6050,91.1
21112,74.1
20813,37.2
27646,16.6
425,9.99
21141,77.1
28565,89.1
18632,47.2
1617,76.8
3613,90.2
12833,99.9
9149,39.8
25659,43.1
16856,99.9
6562,99.9
15545,50.1
2685,80.1
17966,49.6
7349,96.6
28438,72.2
14690,34.0
25665,46.2
10038,94.3
24720,40.7
25213,94.9
20787,34.6
1879,77.6
24549,99.9
14466,99.9
33,4.99
22050,52.7
14475,99.9
17034,99.9
9177,50.1
14054,40.6
13462,76.8
6042,92.0
22316,65.4
14038,42.1
17827,68.7
7106,52.8
23654,89.4
295,9.42
268,9.41
1602,73.8
25645,44.3
12874,99.9
10353,38.6
3702,99.9
20626,68.4
3550,82.8
13437,71.2
10550,55.2
17327,60.9
374,9.99
4788,30.1
9788,29.5
8807,81.6
17411,75.3
27328,99.9
16681,85.6
21006,80.4
28166,54.1
16649,73.0
1164,99.9
1363,72.1
19204,62.8
18046,59.4
2565,99.9
18041,57.6
22003,74.9
2702,69.5
13113,99.9
24832,29.3
6051,92.8
15383,36.3
23750,99.9
11966,46.4
15931,74.3
25626,42.9
12865,99.9
5949,66.3
3198,69.6
685,6.36
11032,49.5
24467,91.5
19871,80.7
23778,99.9
16296,99.9
21585,66.9
23791,99.9
11085,30.7
22845,22.4
4943,44.3
27083,48.4
5317,80.7
5994,94.0
6785,53.5
3375,46.4
508,9.99
12993,99.9
12438,83.8
2358,52.0
11332,67.3
14539,99.9
25040,85.3
25918,93.4
4165,71.4
12466,68.1
9785,28.5
25465,28.5
5574,39.7
27542,40.1
22235,45.7
8668,68.1
10042,94.7
20605,77.7
21635,70.3
1185,99.9
10018,93.0
3147,83.1
21088,72.6
4066,53.2
12624,48.9
8014,99.9
9958,77.6
12700,84.6
8982,28.0
13603,99.9
26425,56.9
17542,78.7
12267,99.9
24141,33.7
3055,88.6
4067,52.2
340,9.99
9548,77.9
13459,76.3
3505,75.0
1624,83.7
22705,20.3
25498,23.8
15669,99.9
22641,38.8
12652,60.6
10333,45.6
10581,65.1
14503,99.9
11554,99.9
1258,99.9
27884,85.2
11350,63.5
2140,29.3
10702,94.3
8728,66.6
17505,75.6
2627,99.9
6795,43.1
1103,99.9
12071,85.3
21071,74.6
24334,65.4
26555,84.4
3692,99.9
10692,94.3
26874,25.6
11786,48.5
23869,99.9
14112,68.2
6586,99.9
6119,92.7
15868,86.1
26821,34.0
3343,48.6
26798,46.6
8245,66.5
23307,27.9
4215,78.3
1428,58.5
18345,92.0
15675,99.9
8662,69.9
6248,96.9
23870,99.9
21164,75.9
8235,62.6
17574,82.3
15893,82.2
13279,38.4
22994,73.4
1918,66.3
15084,99.9
11205,32.9
8787,74.7
28022,99.9
21310,64.0
3602,84.5
7379,98.5
1803,99.9
17610,83.3
17110,99.9
17992,50.8
26046,70.4
16410,99.9
3920,92.5
5703,79.9
16006,77.2
21142,77.3
3469,64.8
10497,35.0
24372,77.0
17346,64.5
22628,45.6
13902,52.2
13096,99.9
27462,98.8
20358,99.9
13721,99.9
26602,91.7
8556,74.3
13886,58.9
16577,71.0
8420,69.7
969,97.0
22209,43.2
3286,50.9
11999,62.3
2383,58.8
27545,39.0
23813,99.9
4414,44.1
3418,54.3
12562,49.2
6315,99.9
4350,66.3
12875,99.9
27192,80.3
25188,95.9
25363,81.3
7406,97.2
8470,99.9
17169,99.9
5530,28.9
24906,47.9
21893,85.2
25169,99.9
1530,57.1
27419,99.9
9356,99.9
4397,51.0
5751,82.3
25994,99.9
19825,90.2
19233,51.4
11005,59.2
7363,99.0
26643,97.0
18581,61.2
20289,85.4
22272,55.6
7891,99.9
23892,99.9
8750,70.5
18454,99.9
15101,99.9
28361,46.2
6394,99.9
18741,45.2
19844,88.6
5318,78.4
4795,26.6
2968,71.4
22600,99.9
19740,87.0
4410,45.4
23514,48.6
12212,99.9
14287,99.9
18387,99.9
1461,55.6
12182,99.9
24431,85.8
1057,99.9
4931,42.5
1916,66.5
9336,94.8
19892,82.7
4951,44.5
18908,75.9
22180,35.0
9402,95.5
9226,66.6
11669,99.9
17241,86.5
8174,73.5
10645,83.0
16248,99.9
5095,57.6
10167,99.9
203,8.46
25389,65.0
8478,99.9
26083,46.9
9304,90.1
12791,99.2
27912,90.6
9179,51.2
3900,99.9
25565,24.8
13377,51.4
2987,80.0
24168,37.7
4565,56.0
10558,57.4
24671,60.1
6546,99.9
17638,87.1
6519,99.9
25704,52.5
9497,99.9
22198,40.0
18704,39.3
205,8.36
28393,53.3
6838,43.7
22320,66.9
2664,98.6
4228,71.3
8493,84.4
24116,33.1
7853,92.9
13684,99.9
3239,63.0
19630,88.0
1311,99.9
12954,99.9
4027,55.2
8269,64.1
19957,96.5
1906,70.7
4986,52.9
26062,63.9
13889,53.9
20676,47.5
2099,22.3
977,96.0
5579,38.4
17660,88.4
24308,61.5
3212,66.9
2849,32.4
17749,99.4
27668,23.9
14351,99.9
182,7.89
11577,99.9
15210,79.7
8989,28.9
5239,95.6
22076,44.4
2679,84.3
9091,25.9
13837,94.2
6045,91.1
26472,60.4
20594,87.8
9883,54.4
6294,99.9
23479,52.8
10099,99.9
12747,94.3
4740,29.5
21016,77.4
14009,41.4
13819,99.9
9342,97.9
8932,32.6
14032,40.8
17868,61.4
1380,62.5
14920,96.0
13640,99.9
448,9.99
24333,64.6
8984,30.7
17650,87.3
17398,74.4
10107,99.9
10319,47.0
18639,43.3
70,5.98
8655,69.7
27222,86.1
14842,76.8
15887,80.1
9750,21.8
25850,91.4
17023,99.9
4791,29.2
2684,80.4
18037,54.7
25297,99.9
5146,71.2
19745,88.0
6878,33.1
2928,53.2
20627,66.6
25635,43.6
25517,20.8
12336,99.9
14867,83.5
27007,25.0
16910,99.9
14828,69.6
8135,99.9
20110,55.8
7360,98.0
14744,32.6
18680,39.6
26459,58.4
28235,28.7
26039,72.4
21271,70.5
14671,38.1
12525,54.5
2766,48.0
27505,61.1
8013,99.9
21575,64.7
19977,85.9
3853,96.5
1012,99.9
25658,42.6
8887,60.1
5842,84.6
13095,99.9
6655,99.9
10170,99.9
25046,83.8
10356,40.1
5415,44.8
28537,91.4
3919,94.8
21460,45.4
492,9.99
17067,99.9
4800,27.1
24048,32.2
28155,57.7
7155,57.8
23968,41.6
13449,75.9
16603,73.1
15904,82.2
15473,53.6
857,56.2
9440,99.9
26447,55.3
1614,74.3
10370,37.2
7934,97.4
2377,55.5
9361,99.9
26879,23.3
27858,77.2
1409,56.6
1556,61.5
1279,99.9
8219,62.6
7945,99.9
28206,32.2
17558,78.9
24638,74.4
1991,62.9
472,9.99
11811,45.9
13849,85.5
8463,99.9
10526,42.1
12127,99.4
3280,52.3
8610,54.1
943,83.8
3151,78.7
7525,34.3
22688,20.3
7436,66.0
24022,27.1
9842,48.2
12311,99.9
2629,99.9
18842,71.3
26758,67.4
1027,99.9
17727,96.0
22906,49.6
2396,62.3
14929,90.5
27443,99.9
16151,99.9
16998,99.9
21243,71.3
26130,37.7
19254,47.1
771,45.0
12607,44.9
22510,99.9
14483,99.9
6852,40.3
11184,30.1
10567,59.2
18372,99.9
1393,63.4
21005,81.0
25217,96.4
90,5.93
6377,99.9
17480,75.0
2709,60.3
12680,76.3
10850,88.2
19882,81.0
17007,99.9
13174,65.1
26001,99.9
19218,55.8
1076,99.9
3232,62.7
23917,66.5
16025,85.2
19133,90.9
14987,99.9
3380,46.1
18756,49.6
20617,72.7
9692,27.8
26964,21.2
16544,86.6
20504,99.9
1158,99.9
9949,74.4
17776,96.7
3438,56.2
20218,74.0
21932,97.1
549,9.99
10566,58.6
7028,45.0
23821,99.9
8568,66.8
27372,99.9
17532,76.2
22577,99.9
23308,24.2
25878,76.8
9817,39.4
6663,99.9
11697,79.3
15755,99.9
7688,50.5
100,5.93
6790,51.9
20438,99.9
12727,87.0
16311,99.9
28006,99.9
8869,67.4
27524,48.5
21329,59.6
23200,70.5
1134,99.9
11325,66.0
21529,58.8
22871,41.2
25136,97.3
20137,55.1
5681,74.8
101,5.72
16379,99.9
23979,37.1
22885,43.3
4433,44.0
11358,60.7
10844,90.2
14915,93.8
13807,99.9
13463,76.9
23983,34.5
5556,30.5
18683,43.0
7431,69.6
14007,41.8
14587,99.9
8862,75.8
3257,61.9
26959,23.7
3760,98.5
18840,71.3
20481,99.9
9441,99.9
3727,99.9
21284,64.4
4396,52.8
11636,99.9
13210,47.2
711,50.6
13492,84.4
20324,93.2
21988,80.9
28435,71.5
568,9.99
10856,84.8
4308,61.3
10179,99.9
21591,61.4
19628,85.8
16895,99.9
26969,22.2
640,8.32
26801,39.0
8421,70.2
17738,98.8
2845,33.4
16000,76.7
9334,95.3
5589,51.6
19073,86.6
5567,30.7
21958,98.8
3960,64.0
1830,99.9
19834,90.7
17687,89.0
24601,98.6
15331,35.3
21332,60.0
27892,81.0
14804,59.8
3983,57.9
25662,45.1
22983,64.5
11532,99.9
15461,48.0
28470,80.3
5427,46.5
8725,65.6
4373,64.9
12530,52.0
8779,73.4
15699,99.9
14304,99.9
8773,74.5
20963,71.4
26663,93.9
8868,70.3
6612,99.9
16086,99.7
21653,62.5
4305,61.7
9977,81.2
14758,48.1
27193,81.4
280,9.25
14195,90.0
23527,55.9
23253,35.7
15420,37.2
19369,42.1
13300,37.1
16470,99.9
5304,95.8
522,9.99
4304,62.6
1214,99.9
21043,69.1
13313,36.3
25981,99.9
3605,85.3
26318,27.0
13734,99.9
13136,86.3
14918,95.5
5522,31.8
7353,97.8
7662,37.9
13271,38.2
27857,77.9
9880,54.0
4247,64.7
548,9.99
3113,91.5
118,6.11
3604,83.7
2894,35.8
20531,99.9
17031,99.9
282,9.21
1634,83.1
14072,52.2
17636,86.7
19391,43.2
1431,57.2
25736,66.2
15382,36.8
22546,99.9
20468,99.9
11017,51.6
10781,94.6
27365,99.9
23539,62.2
10708,95.4
13508,89.6
21663,66.1
7212,64.9
2799,32.3
8314,57.7
3749,99.4
10757,94.9
23269,35.5
13454,75.9
27334,99.9
12717,87.6
18173,80.2
13362,41.1
18067,64.0
2017,52.5
19342,42.0
1430,55.6
22113,43.6
24327,65.1
240,9.22
11212,33.5
26259,23.4
9069,23.0
19854,88.5
18381,99.9
11385,58.5
21991,78.6
5441,36.6
19518,73.5
16725,99.9
12131,99.9
7642,37.3
25993,99.9
3734,99.9
16458,99.9
23054,86.5
5708,79.2
1097,99.9
6552,99.9
17199,99.9
25685,50.0
21561,63.4
13369,45.5
8997,25.8
1905,70.8
4709,31.8
401,9.99
24604,94.9
3123,88.7
13285,37.6
13074,99.9
4385,55.8
26852,31.1
18636,46.4
5258,96.9
11714,69.7
25361,82.8
11518,98.2
4351,66.3
1921,63.8
26792,50.1
14422,99.9
15181,99.9
25437,46.2
6225,96.2
27975,99.6
3118,90.8
2316,47.0
955,82.0
27138,70.1
3252,62.8
12812,99.9
2435,71.9
26164,32.0
1242,99.9
24949,54.1
16234,99.9
26359,42.5
24469,92.7
19388,44.8
18644,45.0
10335,45.4
19797,90.2
24036,31.0
9535,94.2
25834,81.9
6184,94.4
3632,93.1
27960,95.5
3363,47.1
6095,92.1
23090,91.8
14107,67.3
27634,23.1
26467,59.2
23753,99.9
6009,94.5
27520,52.3
10158,99.0
5334,60.3
9509,99.9
20661,49.8
6363,99.9
7184,64.2
26825,38.2
11058,39.9
4145,61.8
11655,99.9
19497,67.8
25521,21.6
10331,45.9
17750,99.7
6328,99.9
12666,67.6
13846,88.8
27489,68.2
2314,42.0
18926,73.5
21237,70.5
16844,99.9
14240,99.9
13981,42.7
17409,74.9
12534,50.3
18024,52.2
11031,51.5
27073,44.5
14909,91.9
14318,99.9
13147,79.3
13092,99.9
26863,26.2
6158,91.6
15500,55.0
22073,49.8
11167,27.7
23853,99.9
28170,55.1
562,9.99
7938,98.1
11887,35.5
17363,65.0
6962,38.2
2747,51.2
3155,75.3
21072,73.7
10803,91.7
28502,87.1
24477,87.6
25062,86.1
6914,32.9
630,8.91
19121,92.5
11247,47.1
9237,69.3
14549,99.9
6894,33.5
10452,33.8
10430,31.7
1857,98.6
21036,71.3
25791,79.5
9654,33.4
25281,99.9
1226,99.9
6583,99.9
27779,52.9
3892,99.9
19398,40.4
8637,67.7
21299,63.2
5597,54.5
22492,99.9
15566,51.9
6215,97.1
27519,52.7
12913,99.9
20385,99.9
13112,99.9
8410,64.5
13852,81.6
21443,47.4
1707,72.0
3364,47.1
20349,99.9
14921,95.2
4282,64.0
19857,88.3
17019,99.9
2701,67.6
24538,99.9
9186,44.5
8798,79.8
17107,99.9
28274,19.3
2002,62.2
1436,56.4
16965,99.9
26888,25.9
12736,90.8
20048,55.5
9813,38.2
22413,96.7
5064,70.9
8707,68.1
2931,51.3
16641,69.7
23903,90.9
13023,99.9
8899,47.6
20518,99.9
7499,43.5
5602,56.8
5092,58.9
13610,99.9
16017,82.5
2483,88.3
20240,74.4
8973,28.8
21466,45.4
20537,99.9
12536,50.9
26340,30.6
20763,29.5
5834,81.2
2457,82.8
9372,99.9
14687,32.5
13929,49.6
7116,57.0
