,air_temperature_1h
12660,2.0
12093,-5.1
23387,4.7
24562,-6.0
10821,-5.5
19106,-3.3
14478,-2.2
26982,9.9
9734,5.5
4902,-12.9
10162,-8.6
12000,-1.5
25724,-1.3
19618,-0.7
19928,2.5
23895,-6.5
2889,0.2
23473,-0.7
14642,5.8
25804,-3.0
10700,-6.8
20969,0.0
27783,2.0
9436,0.5
19712,-0.7
11425,-7.3
7782,-5.8
17464,2.9
8097,-12.9
5964,-10.1
4464,-8.4
16576,5.2
18242,2.9
13735,-5.6
24994,0.7
9726,5.5
167,9.8
18500,0.0
26056,-0.5
14896,-3.7
19321,7.0
27729,6.2
12870,-5.6
21337,4.7
3902,-5.5
11808,4.2
11566,-9.4
27030,6.6
15736,2.0
24367,0.2
19668,-0.7
25843,-4.5
16171,-2.7
18485,-1.2
9054,4.3
11261,-1.2
7055,-7.8
2353,-5.8
15200,-2.3
4872,-11.4
1143,-7.8
913,-4.1
1456,4.3
5715,-13.2
1192,-9.3
17854,7.3
19359,7.1
20354,-4.6
8340,2.7
20869,4.2
21435,7.1
9846,-0.8
19354,7.1
20390,-5.1
21105,1.5
22598,-2.3
19323,6.6
6494,-10.4
24514,-4.6
17376,5.2
25723,-1.2
25718,-1.2
6831,-3.3
27304,-6.0
15529,6.2
11880,4.8
21051,1.4
27463,-3.0
4155,3.0
6283,-6.3
3148,-5.8
6587,-13.7
25581,7.1
8719,-3.2
16547,4.0
9618,6.3
20027,4.2
16057,1.5
18978,-3.7
16551,5.0
4713,-12.1
20547,-3.5
8977,2.7
18176,3.2
25144,-3.3
7475,-6.0
8131,-11.4
12159,-6.8
14344,-5.0
27208,-4.1
7250,-13.1
5641,-12.6
26344,1.0
9092,3.5
63,9.96
11222,0.7
26073,1.5
24623,0.0
6570,-12.9
15592,5.5
1044,-7.9
24310,2.0
12418,-3.0
12504,4.3
16166,-2.7
973,-6.3
12042,-2.3
19971,2.4
20815,7.6
25028,-0.8
27186,-2.8
26106,3.7
21177,1.2
12829,-5.0
9909,-2.5
13162,2.5
21526,5.8
782,3.0
14315,-4.3
11816,4.3
6793,-3.5
25764,-2.5
13553,-4.1
4771,-10.4
17463,2.9
10986,-2.5
24130,8.5
19873,0.9
1482,4.5
15991,5.7
16842,-4.1
4673,-12.7
26976,10.3
4041,6.0
14391,-5.5
5117,-17.7
22476,-5.6
26192,7.0
5265,-19.7
23489,-2.3
14571,-0.5
12328,-9.4
28339,10.9
1568,1.9
28257,11.1
11916,4.3
23711,-7.9
6174,-4.6
28186,6.0
7492,-5.3
19086,-2.8
16319,-2.5
24893,6.3
14463,-2.2
10385,2.2
174,9.82
2674,-8.1
16698,-0.5
7381,-16.4
17529,3.0
9486,-1.2
19706,-0.7
7148,-10.9
13444,-0.5
11302,-3.8
6880,-3.5
19599,-1.7
21965,3.8
15750,2.4
21942,2.9
15328,10.3
9757,3.8
2041,0.0
14833,-1.8
8175,-5.8
10360,1.7
8596,-2.2
9575,5.5
17473,2.9
18375,-2.0
24072,8.3
10877,-5.1
12591,6.0
22057,7.5
14254,-3.0
14253,-2.8
8805,-6.8
9074,4.0
21274,2.5
18846,0.5
1783,0.7
24558,-5.8
26308,4.3
14382,-5.5
26144,5.0
24076,8.8
14497,-1.8
18139,3.0
16269,-4.6
12975,-6.8
1648,1.4
18318,1.4
20744,9.6
24909,5.7
19141,-3.2
1924,1.0
11950,2.0
1675,2.0
20401,-5.0
10305,0.0
23023,-7.9
27750,5.7
2189,-0.5
8151,-7.1
21542,5.5
22644,3.0
15700,1.2
26684,-8.3
26776,-0.2
22256,0.5
11059,1.5
6755,-5.1
4098,6.0
9382,3.3
14625,4.2
28171,4.8
27137,-1.7
22835,2.7
13956,6.6
20003,4.2
11930,3.3
19750,-0.5
24704,5.7
6669,-15.9
13944,6.5
14016,7.5
15025,-6.6
9858,-2.0
9018,4.2
24070,8.0
17557,2.9
3726,-5.3
7367,-16.2
1161,-8.6
16491,0.0
15224,1.0
9498,-1.0
23602,-5.6
21587,4.3
27429,-7.0
471,9.39
11214,1.7
17290,5.7
12430,-2.2
23325,2.7
28066,-6.3
12658,2.2
9786,1.9
8614,-1.8
7068,-8.1
15249,3.3
23541,-3.3
7932,-10.1
14455,-2.2
12198,-7.3
25944,-7.0
1378,0.2
4530,-11.9
18365,-1.2
18470,-2.7
23488,-2.5
20721,9.1
27537,5.8
25051,-1.2
6114,-6.5
3321,0.5
24191,4.5
13650,-5.0
2371,-5.8
2332,-5.3
26469,-2.7
25509,9.5
20680,6.6
9103,3.0
24771,8.5
6507,-11.9
14412,-3.3
24510,-4.8
7649,-0.4
11716,-1.2
16026,3.0
16675,2.9
28491,2.9
26554,-6.1
20874,3.8
23281,1.4
3004,-6.1
26897,7.1
3354,0.9
12404,-3.7
22664,4.0
28431,6.3
16219,-4.0
12458,1.5
26434,-2.5
24952,3.7
67,9.93
7391,-16.4
5431,-10.1
1700,1.9
142,9.85
24646,1.4
587,9.45
2697,-5.5
11164,4.0
25825,-3.3
4501,-10.4
2508,-10.4
18795,2.0
24574,-5.8
23185,-7.8
10994,-1.3
21116,1.5
23613,-6.0
13802,-5.0
21753,4.2
6003,-10.3
14180,-1.7
11315,-3.8
24271,1.0
3897,-5.8
1269,-9.8
20756,9.5
27629,10.8
7439,-8.6
27468,-1.8
15491,3.2
14880,-3.5
19657,-0.8
17972,9.0
12556,7.0
24236,2.2
18784,2.9
14883,-3.3
8025,-12.4
17703,2.4
4977,-14.9
3645,-4.8
13628,-5.5
3160,-5.3
8633,-3.3
28086,-6.6
2786,-0.7
24628,0.4
11023,-0.4
26175,6.0
7594,-0.4
18352,-0.7
6432,-7.3
1962,0.0
15130,-6.5
24312,2.0
15772,3.0
2591,-12.6
7545,-1.5
4102,5.7
11731,0.4
16103,-0.5
20328,-3.3
8623,-2.2
23097,-9.1
3603,-3.5
25380,4.8
23359,4.8
12251,-7.9
11495,-9.1
15819,5.2
12285,-8.8
21453,7.6
8453,-0.2
14582,-0.2
16475,-0.5
8087,-12.7
741,2.9
25602,5.2
7597,-0.7
4975,-14.9
27704,9.6
18134,3.0
2266,-2.8
11424,-7.3
845,0.0
26631,-7.4
23378,4.5
2615,-12.7
15182,-4.6
27140,-1.8
12690,-1.3
13926,6.2
6409,-7.3
107,9.9
5878,-11.2
2148,-0.7
23599,-5.5
9266,-5.1
151,9.82
10806,-5.5
20704,8.1
5629,-11.9
4639,-13.4
454,9.47
17341,6.2
16280,-2.7
19686,-0.7
8370,2.2
26822,2.7
4785,-10.6
2801,0.2
21049,1.4
20837,7.1
20822,7.8
25171,-3.2
27774,3.0
11078,2.2
16120,-0.8
9897,-1.8
15793,4.2
10390,2.4
20994,-0.5
12951,-6.8
22141,6.3
16881,-4.5
24833,9.6
5005,-15.5
19754,-0.5
21523,6.2
10091,-7.9
18160,2.9
21770,4.2
22571,-5.8
17745,0.9
9835,0.0
4178,1.5
3712,-5.3
17366,5.3
7512,-4.1
27338,-6.5
14950,-4.0
9808,0.7
14898,-3.8
22060,8.0
16514,1.2
24169,6.2
1305,-6.6
18760,4.3
17815,5.5
18547,3.2
7531,-2.5
18403,-3.2
1253,-9.8
6477,-9.6
6753,-5.3
9707,6.5
2876,0.5
18719,5.5
21067,1.2
5006,-15.5
14830,-1.3
11960,1.4
16405,-2.0
23962,2.0
1440,3.5
102,9.92
26203,7.1
16822,-3.8
19032,-4.0
18317,1.4
14704,7.6
8321,2.9
16114,-0.8
6390,-6.5
6582,-13.6
9803,0.9
13815,-3.8
1173,-9.1
12167,-6.8
27569,8.6
23723,-8.1
15906,6.2
27280,-5.8
25816,-3.5
9759,3.7
3509,-2.2
10169,-8.8
17520,2.7
22675,4.0
7299,-14.0
23144,-9.9
6161,-5.0
13918,5.8
11182,3.3
256,9.68
22122,7.0
10901,-5.1
2633,-12.9
13260,8.8
12174,-7.1
19638,-1.0
16358,-2.5
18101,5.8
17247,4.2
4007,4.3
18886,-0.4
23747,-8.3
20962,0.7
21906,2.5
11049,1.2
2156,-0.8
16912,-5.0
3652,-5.0
26163,5.5
10314,0.4
2644,-12.4
17739,1.2
23605,-5.6
16887,-4.6
16444,-0.7
2617,-12.9
18001,9.8
17108,-4.1
14053,7.8
24691,4.5
16400,-2.0
19272,5.5
27284,-5.6
19096,-3.0
4967,-14.9
2468,-9.4
3498,-1.2
14644,5.8
25113,-2.7
26911,7.6
25812,-3.2
15273,4.8
20700,8.1
5844,-12.1
21232,1.7
18272,1.9
5593,-10.1
13986,7.0
10067,-7.6
16651,5.2
19147,-3.2
10485,2.0
22063,7.1
12371,-8.3
12830,-4.6
17707,2.4
9580,6.2
22119,7.0
5571,-7.8
24496,-4.0
27238,-4.8
23211,-3.0
6745,-6.3
4637,-13.4
20862,4.7
14515,-1.8
16493,0.0
26191,7.1
24247,1.4
22652,3.2
4255,-0.5
4478,-9.3
19505,-0.2
405,9.5
18059,6.6
16537,3.5
24910,5.5
8225,-1.8
27841,-1.0
8251,0.4
13575,-4.5
2272,-3.0
16970,-5.6
19664,-0.7
11396,-6.0
952,-4.6
4854,-10.6
25579,7.3
4944,-14.2
13689,-5.1
1290,-8.1
748,3.5
17142,-2.8
9597,5.8
19404,7.8
6016,-9.6
589,9.49
8941,2.4
27018,7.8
6847,-3.7
2603,-12.6
23125,-9.3
27274,-5.8
27787,2.0
1887,1.2
15902,6.3
12325,-9.4
1064,-7.9
25034,-0.8
6714,-12.1
21206,1.4
26970,8.8
4257,-0.7
8136,-10.4
25140,-3.0
18236,2.9
1001,-7.0
5876,-11.2
3813,-6.3
18171,3.0
26087,2.2
19852,0.0
16899,-5.0
27805,0.2
28265,10.8
13532,-3.7
6501,-10.9
1790,0.5
21488,7.3
10825,-5.5
28007,-6.0
18040,7.6
951,-4.6
19377,6.5
26200,7.1
25621,3.7
6393,-6.5
26392,-0.4
20429,-4.5
28363,11.3
2466,-9.3
5815,-12.2
13410,1.4
1619,0.2
3646,-4.8
5519,-7.1
19216,2.5
14075,5.0
22262,0.4
3751,-4.5
21713,4.3
5408,-11.2
20382,-5.0
3314,0.2
22678,4.2
27687,12.8
21500,7.1
26829,4.2
788,2.9
16378,-2.3
27781,2.2
12904,-5.6
20300,-2.2
11386,-4.5
5153,-18.0
15309,8.3
10296,-0.4
7987,-12.1
24658,2.4
23100,-9.3
11330,-5.1
3580,-2.7
13543,-3.7
23393,4.8
2199,-0.4
18048,7.1
19277,5.8
28035,-6.5
5906,-10.6
13517,-2.8
7639,-0.4
22569,-6.3
20413,-3.7
28161,3.8
5619,-11.1
21136,1.2
926,-4.8
9987,-5.8
6049,-8.1
21508,7.0
19504,0.0
18284,1.0
195,9.77
18536,3.3
6502,-10.9
19068,-2.7
1256,-9.6
28286,12.1
3895,-6.0
3131,-6.1
19952,1.5
15974,7.1
1659,2.0
16961,-5.5
5985,-10.4
3589,-2.7
8440,0.0
26072,1.2
18436,-4.1
15279,5.5
16323,-2.5
19702,-0.8
16914,-5.1
11865,5.0
6132,-6.0
9818,0.4
1187,-9.3
21847,3.0
4806,-10.7
20873,4.2
18425,-3.7
250,9.7
22935,-4.6
12476,2.7
25541,9.0
14730,8.0
17353,5.8
23564,-3.8
23550,-3.8
26832,4.2
26811,2.7
9447,0.9
4567,-13.2
5222,-19.5
27625,11.8
18744,5.2
627,9.85
17898,8.1
2439,-8.3
19420,8.0
10110,-7.9
3649,-4.8
2067,-1.3
2115,-0.8
4687,-12.4
1806,0.5
26712,-8.8
16777,-3.0
13787,-6.0
17439,3.0
23861,-9.6
28319,12.3
20634,4.3
15054,-7.1
11513,-9.1
12899,-6.0
14997,-6.1
13346,7.1
16982,-5.5
1726,1.4
15823,5.3
19695,-0.8
717,2.4
3534,-2.7
4804,-10.4
8024,-12.2
2474,-9.4
6124,-6.1
5134,-17.8
16834,-4.0
18115,4.5
20034,4.2
7860,-8.8
16866,-4.5
25387,6.0
10248,-4.3
7993,-12.1
1137,-8.3
8392,2.4
24245,1.5
3991,3.3
21776,4.2
20840,7.0
13949,6.2
17046,-6.3
15401,9.1
9830,0.0
8498,0.9
9434,0.5
440,9.49
10792,-5.6
11704,-2.5
25672,0.9
14235,-2.5
2941,-4.1
9519,1.4
15936,6.8
25268,-2.3
21745,5.2
9042,4.7
846,-0.2
21504,7.0
15941,6.6
14164,-1.2
16054,1.9
3570,-2.8
12917,-6.1
297,9.72
26433,-2.7
2417,-7.9
7648,-0.4
1072,-8.3
22990,-6.6
27200,-3.7
20184,1.7
24814,9.6
11503,-8.9
15600,5.7
9201,-2.0
23028,-7.9
27539,6.0
27534,5.3
5963,-10.1
22143,6.2
24165,6.3
7839,-8.3
18156,2.9
18594,6.3
740,2.9
28540,1.9
24252,1.2
25088,-1.8
6128,-6.1
23148,-9.9
3254,-2.2
4629,-13.6
2125,-0.5
6422,-7.0
20825,7.8
300,9.7
3393,1.9
13467,-1.2
19105,-3.3
12645,4.2
16481,-0.5
12234,-7.9
11870,5.2
10983,-2.7
23841,-9.6
3414,1.5
26629,-7.3
5875,-11.2
23720,-7.9
15844,5.7
19297,6.5
26485,-3.7
8549,-0.4
7082,-8.6
12355,-9.6
23663,-7.1
16131,-0.5
10842,-5.3
6131,-6.0
11935,3.0
4229,0.4
26475,-3.2
14105,1.0
24513,-4.8
16688,0.9
215,9.77
21441,7.1
28466,4.3
16648,5.2
20669,6.0
7145,-10.9
12601,6.8
9312,2.9
11776,3.2
2178,-0.5
23112,-9.6
6748,-5.6
3051,-6.3
17144,-2.8
8841,-8.3
24985,1.2
18108,5.3
6011,-9.8
18183,3.0
19129,-3.7
17924,9.6
2068,-1.2
21891,2.5
11679,-5.6
23133,-9.3
16177,-3.2
16467,-0.7
18827,-0.4
10963,-3.7
21075,1.0
13799,-5.1
10399,2.4
22158,5.5
7653,-0.7
5352,-13.1
14327,-5.0
8444,0.0
1302,-7.0
18315,1.4
25535,9.0
2062,-0.8
27695,10.6
3551,-2.5
11608,-10.6
26496,-3.7
14893,-3.7
5766,-13.6
18120,4.0
25192,-1.0
19596,-1.7
12576,6.5
6111,-6.5
2469,-9.4
8427,1.2
9839,-0.2
26156,5.7
18662,6.6
15958,7.0
10046,-7.3
26435,-2.5
961,-5.6
25566,8.6
9998,-6.0
6375,-6.5
10499,0.5
4513,-11.2
15472,4.5
13261,8.8
28025,-6.0
20806,8.3
17794,3.7
25763,-2.3
16556,5.5
21968,4.0
11750,1.9
26738,-6.8
19255,5.5
3601,-3.5
14396,-5.3
14681,8.3
1507,4.7
8378,2.4
18697,7.3
9375,2.5
1317,-5.1
5046,-16.4
8573,-0.8
12434,-1.7
27914,-3.7
4821,-10.1
24582,-5.3
1636,1.0
18298,0.7
23007,-7.6
12421,-3.0
12498,4.3
10326,0.9
26040,-1.7
15723,1.5
19864,0.5
6798,-4.0
1516,4.5
1468,3.7
15265,4.5
18300,0.7
23553,-3.2
5553,-6.5
5788,-12.7
18369,-1.5
12834,-4.6
123,9.85
8272,1.2
13088,-6.3
4286,-1.3
19757,-0.5
21715,4.5
9287,-6.5
6960,-5.1
24775,9.0
8919,1.7
7754,-3.7
21695,5.2
25216,-0.8
5833,-12.4
21702,5.0
247,9.68
16352,-2.5
25839,-3.7
7936,-10.6
1402,1.2
10465,2.2
10830,-5.3
14996,-6.3
5491,-6.6
19230,3.7
14948,-3.5
16501,0.9
20997,-0.5
9609,5.8
6238,-5.3
6961,-5.1
3435,1.4
18832,0.0
12732,-2.5
6717,-11.2
12940,-6.8
12558,6.8
22268,0.2
24418,-3.5
13429,0.4
3338,1.0
5868,-11.2
3987,3.5
21406,6.6
1243,-9.8
24937,4.3
3771,-4.5
24808,10.1
3457,0.7
1495,4.3
22526,-6.1
22058,7.5
22506,-6.3
9417,0.4
15975,7.1
18382,-2.0
15108,-6.6
18031,8.3
26145,5.2
8411,2.5
22880,-2.8
8861,-4.5
13715,-5.1
21239,1.9
26710,-8.8
26236,7.6
21234,1.9
6159,-5.0
12081,-4.3
16783,-3.3
23986,3.8
26424,-2.7
24437,-3.8
25554,8.6
5346,-14.0
9920,-2.5
6188,-4.8
5191,-19.0
28097,-6.8
12739,-2.8
26939,9.1
19091,-2.8
26005,-7.8
9319,2.9
105,9.9
19912,1.9
15156,-6.6
21704,5.0
17267,5.8
14810,1.4
11061,1.4
3801,-6.0
26445,-2.3
15433,7.8
16385,-2.3
23689,-7.4
24887,6.6
11353,-4.3
14793,0.9
5647,-12.6
18463,-3.5
20020,3.8
14769,2.9
12776,-3.2
25980,-7.8
25247,-0.8
7699,-3.0
8893,-0.2
4971,-14.9
3592,-2.8
14210,-2.3
27748,5.3
27216,-4.3
11878,4.7
13791,-6.0
411,9.5
10119,-7.8
11795,4.2
20945,1.0
98,9.93
23139,-9.8
13453,-0.8
18790,2.5
17609,2.4
4627,-13.2
14588,0.4
24659,2.5
17024,-6.0
25267,-2.3
8240,-0.5
563,9.22
21309,3.3
13189,5.2
4405,-5.0
14042,7.5
7027,-7.8
11381,-4.6
1352,-1.7
7898,-9.6
7879,-9.4
18673,5.5
7376,-16.0
25585,6.5
27404,-7.1
19499,0.4
1238,-9.8
12889,-5.8
11384,-4.3
12227,-7.8
26354,0.7
3690,-5.6
2670,-8.4
23233,-1.3
19306,6.8
13102,-4.1
18510,1.0
11970,1.0
8737,-4.1
6916,-3.2
13764,-6.5
36,9.96
7437,-8.6
19282,6.0
27373,-6.8
6175,-4.8
7967,-11.4
6359,-6.3
24379,-0.5
18901,-1.7
1365,-0.7
18544,3.8
25738,-1.3
22044,7.1
16865,-4.6
13034,-7.6
24360,0.7
25810,-3.2
28421,7.0
25451,9.3
10031,-6.8
27002,9.8
24182,5.2
9461,-0.2
13067,-7.4
2986,-6.1
3774,-4.5
19115,-3.7
1019,-7.6
7603,-0.5
11013,-0.8
24992,0.7
3941,0.4
19081,-2.7
6606,-14.2
8590,-1.8
23607,-5.8
14801,0.9
26895,6.6
24120,8.3
23872,-9.4
10667,-5.8
23215,-2.7
8979,2.9
16531,2.9
22191,2.9
3422,1.7
10522,-1.8
23992,4.5
20260,-1.0
11665,-7.6
26528,-5.5
2269,-3.0
17075,-5.5
6639,-14.7
612,9.77
12362,-9.1
18096,5.8
16690,0.9
3378,1.4
11814,4.7
16840,-4.1
3054,-6.1
10858,-5.0
9867,-1.7
4216,0.5
14266,-4.0
24264,1.2
16721,-1.5
1506,4.5
28,9.93
14694,8.6
5020,-15.9
13415,0.5
10595,-3.0
14719,7.8
27006,9.5
18313,1.2
21577,4.5
23623,-6.3
21411,6.8
2634,-12.9
27348,-6.5
1303,-6.8
25243,-0.8
2489,-9.8
6054,-7.4
4446,-7.3
7829,-7.9
5738,-12.9
8325,3.0
237,9.7
23342,2.9
7988,-12.1
26679,-8.1
23448,3.2
18999,-3.8
6837,-4.0
8093,-12.9
25630,3.2
24606,-1.8
23569,-4.6
24145,7.3
3969,2.0
7313,-15.0
14000,7.5
1241,-9.8
20732,9.3
4283,-1.2
10826,-5.3
5823,-12.4
9456,0.2
23025,-7.9
8700,-4.3
19956,1.4
6439,-7.8
20967,0.2
14454,-2.2
24581,-5.5
9162,-1.7
7478,-6.0
8907,0.9
235,9.7
13084,-6.6
1446,4.2
2780,-0.8
21150,1.2
2999,-6.3
7485,-5.6
26859,5.5
3279,-1.0
26,9.95
15395,9.5
26335,2.0
14017,7.5
4143,3.8
24719,6.5
8971,2.9
22523,-6.0
4712,-12.1
19253,5.5
6697,-15.5
7746,-3.5
2128,-0.7
11169,3.8
334,9.65
28184,5.8
21624,4.3
13605,-5.1
5174,-18.5
9815,0.4
4591,-14.0
571,9.26
12114,-5.5
8031,-12.1
25634,3.2
4647,-13.4
11392,-6.0
3349,1.2
10297,-0.4
7992,-12.1
1910,1.0
12225,-7.8
3046,-6.5
16696,0.0
22023,6.8
11477,-8.8
11628,-10.6
1066,-8.1
24197,4.0
17808,5.0
18691,8.1
19442,6.2
26041,-1.5
444,9.49
20828,7.6
21744,5.2
7470,-6.8
13606,-5.1
2291,-4.0
14270,-4.0
23504,-2.8
10192,-8.4
20934,2.0
5945,-10.1
9180,-2.2
7708,-3.0
14227,-2.8
10978,-3.2
25055,-0.7
11739,0.4
4631,-13.4
12692,-1.3
9924,-3.2
18467,-3.2
6980,-6.1
6678,-15.5
20178,2.2
13979,7.1
18102,5.8
19245,5.3
24859,8.8
152,9.82
18506,0.5
16350,-2.5
18385,-1.8
5433,-9.9
4340,-3.2
16434,-1.2
22202,2.4
20407,-3.8
10569,-2.5
17041,-6.0
8500,0.9
20964,0.9
1750,2.2
20882,3.3
21420,7.0
1444,3.8
6348,-6.8
9594,5.7
335,9.65
7540,-2.0
9438,0.5
655,10.09
27471,-1.3
23614,-6.0
10735,-6.6
23492,-2.3
1494,4.3
6034,-8.8
16595,5.2
25684,0.4
20491,-4.8
1059,-8.1
1801,0.4
17930,9.1
14651,7.1
21012,0.4
7657,-1.0
2729,-3.7
12066,-3.5
15854,5.3
8223,-2.0
8401,2.7
11056,1.4
23012,-7.8
7518,-3.5
25289,-2.8
227,9.72
8387,2.4
10555,-1.8
18327,0.7
26993,9.8
22030,7.3
17056,-6.1
15202,-1.8
26575,-6.3
20372,-5.0
16320,-2.5
4040,6.0
24988,1.0
7073,-8.3
9410,1.2
27395,-7.1
19439,6.6
6627,-14.0
11080,2.5
11377,-5.0
16344,-2.5
21252,1.9
2050,-1.0
22163,5.3
4354,-3.5
25702,0.0
22658,3.7
950,-4.6
16318,-2.3
26448,-2.3
6481,-10.6
12484,3.2
8916,1.4
13893,4.8
16284,-2.7
19161,-3.0
14754,4.5
25914,-6.1
14353,-5.0
24503,-4.3
13962,6.8
20841,7.1
13376,3.3
7208,-11.9
5484,-6.8
5216,-19.3
27984,-5.6
13695,-5.1
13248,8.6
20396,-4.6
21771,4.2
4702,-11.4
4019,5.2
8650,-3.7
21363,6.0
11624,-10.6
2677,-7.4
5791,-12.7
20650,5.7
22720,4.0
25671,0.9
8137,-10.1
773,3.0
24026,6.3
19287,6.2
19688,-0.7
12376,-7.9
11578,-10.3
27982,-5.5
16260,-4.6
26268,6.3
18330,0.9
16650,5.2
2473,-9.4
21151,1.2
12751,-3.2
7113,-9.6
760,3.3
16995,-5.8
25734,-1.7
6050,-8.3
21112,1.5
20813,7.8
27646,12.8
425,9.49
21141,1.4
28565,3.0
18632,7.1
1617,0.5
3613,-4.0
12833,-4.5
9149,-0.2
25659,2.0
16856,-4.1
6562,-12.9
15545,6.3
2685,-6.6
17966,9.3
7349,-16.2
28438,4.8
14690,8.8
25665,1.4
10038,-7.1
24720,6.5
25213,-0.7
20787,8.5
1879,1.4
24549,-6.1
14466,-2.0
33,9.96
22050,6.5
14475,-2.2
17034,-6.0
9177,-2.0
14054,7.6
13462,-1.0
6042,-8.4
22316,-0.5
14038,7.5
17827,6.2
7106,-9.3
23654,-7.1
295,9.72
268,9.68
1602,1.4
25645,2.7
12874,-5.6
10353,1.2
3702,-5.5
20626,3.7
3550,-2.5
13437,0.0
10550,-1.7
17327,6.3
374,9.5
4788,-10.1
9788,1.7
8807,-6.8
17411,3.3
27328,-6.5
16681,1.5
21006,0.0
28166,4.7
16649,5.2
1164,-8.8
1363,-0.8
19204,0.9
18046,7.1
2565,-11.9
18041,7.5
22003,5.2
2702,-5.1
13113,-2.5
24832,9.6
6051,-8.1
15383,9.9
23750,-8.4
11966,1.5
15931,6.8
25626,3.5
12865,-5.5
5949,-10.1
3198,-4.1
685,10.17
11032,0.0
24467,-4.5
19871,0.9
23778,-8.8
16296,-2.7
21585,4.2
23791,-8.8
11085,2.9
22845,2.7
4943,-14.2
27083,2.7
5317,-16.0
5994,-10.3
6785,-4.1
3375,1.7
508,9.27
12993,-7.1
12438,-1.7
2358,-5.8
11332,-5.3
14539,-1.5
25040,-1.3
25918,-6.1
4165,2.2
12466,1.9
9785,1.9
25465,10.3
5574,-8.1
27542,6.0
22235,1.4
8668,-3.7
10042,-7.3
20605,1.4
21635,4.0
1185,-9.3
10018,-6.3
3147,-5.8
21088,1.2
4066,5.5
12624,6.0
8014,-12.2
9958,-4.8
12700,-1.7
8982,3.2
13603,-5.3
26425,-2.7
17542,2.9
12267,-8.4
24141,7.8
3055,-6.1
4067,5.7
340,9.59
9548,4.5
13459,-0.8
3505,-1.8
1624,-0.2
22705,4.7
25498,9.8
15669,2.9
22641,2.5
12652,2.9
10333,0.4
10581,-2.8
14503,-2.0
11554,-9.9
1258,-9.6
27884,-3.0
11350,-5.0
2140,-1.0
10702,-6.8
8728,-3.7
17505,2.9
2627,-13.1
6795,-3.7
1103,-8.6
12071,-3.7
21071,1.2
24334,1.7
26555,-6.1
3692,-5.5
10692,-6.8
26874,6.2
11786,3.8
23869,-9.6
14112,0.4
6586,-13.7
6119,-6.3
15868,5.8
26821,2.9
3343,1.2
26798,1.7
8245,0.0
23307,2.9
4215,0.7
1428,3.2
18345,0.0
15675,2.5
8662,-3.8
6248,-5.1
23870,-9.6
21164,1.4
8235,-0.7
17574,2.4
15893,6.3
13279,9.3
22994,-6.8
1918,1.2
15084,-7.1
11205,2.2
8787,-5.5
28022,-6.1
21310,3.3
3602,-3.5
7379,-16.4
1803,0.5
17610,2.5
17110,-4.1
17992,9.3
26046,-1.0
16410,-2.0
3920,-2.3
5703,-13.2
16006,4.7
21142,1.2
3469,-0.2
10497,0.7
24372,-0.2
17346,6.0
22628,1.7
13902,5.3
13096,-5.3
27462,-3.5
20358,-4.8
13721,-5.3
26602,-7.0
8556,-0.4
13886,3.8
16577,5.0
8420,2.2
969,-6.3
22209,1.9
3286,-0.7
11999,-1.5
2383,-7.0
27545,6.5
23813,-9.1
4414,-5.3
3418,1.7
12562,6.5
6315,-6.6
4350,-3.3
12875,-5.6
27192,-3.2
25188,-1.0
25363,3.7
7406,-14.4
8470,-1.5
17169,-1.7
5530,-6.5
24906,5.7
21893,2.5
25169,-3.3
1530,3.8
27419,-7.3
9356,1.7
4397,-4.8
5751,-13.1
25994,-7.6
19825,-0.2
19233,4.0
11005,-0.7
7363,-16.4
26643,-7.6
18581,5.3
20289,-2.0
22272,0.2
7891,-9.3
23892,-7.1
8750,-4.5
18454,-4.0
15101,-6.8
28361,11.3
6394,-6.6
18741,5.2
19844,0.0
5318,-16.0
4795,-10.7
2968,-5.3
22600,-2.0
19740,-0.4
4410,-5.1
23514,-2.7
12212,-7.8
14287,-4.1
18387,-1.7
1461,3.8
12182,-7.4
24431,-4.0
1057,-8.1
4931,-13.9
1916,1.2
9336,3.0
19892,1.2
4951,-14.4
18908,-1.5
22180,3.8
9402,2.2
9226,-4.1
11669,-7.0
17241,3.8
8174,-5.8
10645,-5.3
16248,-4.3
5095,-17.0
10167,-8.6
203,9.77
25389,5.8
8478,-0.7
26083,2.0
9304,3.0
12791,-4.3
27912,-4.0
9179,-2.2
3900,-5.6
25565,8.6
13377,3.2
2987,-6.1
24168,6.2
4565,-13.2
10558,-2.0
24671,3.7
6546,-12.9
17638,2.2
6519,-11.9
25704,-0.2
9497,-1.2
22198,2.7
18704,6.6
205,9.77
28393,9.1
6838,-3.8
22320,-0.8
2664,-9.6
4228,0.4
8493,-0.2
24116,8.1
7853,-8.3
13684,-5.3
3239,-2.5
19630,-0.7
1311,-5.8
12954,-6.5
4027,5.5
8269,1.4
19957,1.5
1906,1.0
4986,-15.2
26062,0.2
13889,4.5
20676,6.3
2099,-1.3
977,-6.3
5579,-8.8
17660,2.4
24308,2.0
3212,-3.7
2849,0.4
17749,1.0
27668,13.2
14351,-5.1
182,9.8
11577,-10.1
15210,-0.8
8989,3.0
5239,-19.3
22076,7.8
2679,-7.1
9091,3.5
13837,-2.3
6045,-8.3
26472,-3.0
20594,0.0
9883,-1.3
6294,-6.5
23479,-1.5
10099,-8.3
12747,-3.2
4740,-11.2
21016,0.5
14009,7.5
